student_id,focus_index,burnout_level,productivity_score,exam_score
1900,22.46,56.84,21.73,4.16
4659,56.43,28.21,70.47,42.68
3006,52.2,62.22,64.93,33.63
2735,27.85,86.9,23.54,13.59
190,26.15,39.5,36.17,15.26
1807,31.07,30.87,34.52,21.22
976,19.82,19.37,34.74,23.87
2748,12.83,69.52,18.24,12.83
2048,43.52,36.53,53.06,24.06
2559,29.47,43.08,36.07,16.44
1083,44.53,40.66,51.7,29.61
475,48.04,62.52,50.52,32.61
2905,33.17,41.76,48.99,25.38
4844,38.44,52.8,57.43,29.29
4118,34.09,64.23,38.85,16.22
3386,21.91,65.7,30.81,11.15
4556,8.04,62.4,2.85,1.0
1185,35.24,45.98,34.84,10.28
2434,23.49,31.13,35.52,19.16
2392,35.46,58.49,30.31,13.89
770,18.83,59.91,15.64,1.0
1686,15.84,37.41,12.81,6.33
131,48.82,41.0,61.19,34.74
2920,25.75,39.87,29.66,19.51
3172,17.36,49.19,14.12,4.51
3445,20.79,43.59,36.68,20.91
4427,36.18,40.42,31.42,10.57
467,38.26,57.39,45.3,23.77
3093,34.7,56.14,47.66,25.68
3773,21.78,48.07,43.06,17.15
861,16.28,36.62,21.36,2.81
